,segment_lenght
514230,0 days 00:05:04.000000000
514238,0 days 00:03:26.140000000
514580,0 days 00:03:56.190000000
514596,0 days 00:02:27.010000000
514609,0 days 00:03:43.960000000
514622,0 days 00:04:22.870000000
514636,0 days 00:02:17.210000000
514779,0 days 00:05:41.040000000
514789,0 days 00:04:42.100000000
517019,0 days 00:07:56.030000000
517029,0 days 00:02:03.750000000
517034,0 days 00:05:24.170000000
517040,0 days 00:03:18.010000000
517051,0 days 00:04:24.000000000
517061,0 days 00:04:51.200000000
517372,0 days 00:05:03.760000000
517381,0 days 00:03:40.260000000
517386,0 days 00:03:01.010000000
517400,0 days 00:04:50.880000000
517504,0 days 00:03:43.930000000
517510,0 days 00:05:59.020000000
517522,0 days 00:05:45.910000000
517529,0 days 00:04:08.060000000
517537,0 days 00:05:41.910000000
517544,0 days 00:04:59.070000000
517551,0 days 00:04:54.050000000
517563,0 days 00:04:04.050000000
517568,0 days 00:04:10.070000000
517578,0 days 00:03:13.930000000
517590,0 days 00:04:01.960000000
517896,0 days 00:06:28.810000000
517905,0 days 00:05:04.190000000
517911,0 days 00:05:01.850000000
517918,0 days 00:03:19.160000000
517934,0 days 00:06:05.940000000
517943,0 days 00:06:02.990000000
517949,0 days 00:03:52.260000000
517956,0 days 00:06:30.000000000
517969,0 days 00:04:28.100000000
517979,0 days 00:02:31.730000000
517984,0 days 00:02:27.180000000
519703,0 days 00:05:01.090000000
519710,0 days 00:04:34.050000000
519718,0 days 00:04:52.720000000
519728,0 days 00:03:32.270000000
519738,0 days 00:02:45.770000000
519749,0 days 00:02:49.000000000
520619,0 days 00:03:37.820000000
520628,0 days 00:04:42.100000000
520636,0 days 00:03:09.960000000
520643,0 days 00:04:55.020000000
520770,0 days 00:04:33.000000000
520784,0 days 00:03:15.820000000
520795,0 days 00:03:25.890000000
520801,0 days 00:03:26.190000000
520807,0 days 00:03:38.890000000
520874,0 days 00:04:29.980000000
520883,0 days 00:03:00.150000000
520887,0 days 00:05:08.890000000
522012,0 days 00:03:00.910000000
522020,0 days 00:02:36.900000000
522028,0 days 00:04:07.000000000
522034,0 days 00:04:24.230000000
522041,0 days 00:02:43.800000000
522140,0 days 00:07:00.820000000
522150,0 days 00:04:22.160000000
522164,0 days 00:04:04.090000000
522172,0 days 00:01:24.900000000
522176,0 days 00:04:25.110000000
522183,0 days 00:02:18.880000000
522192,0 days 00:03:56.910000000
522215,0 days 00:04:56.750000000
522227,0 days 00:02:27.030000000
522231,0 days 00:05:06.050000000
522306,0 days 00:05:57.910000000
522317,0 days 00:06:20.020000000
522323,0 days 00:04:22.900000000
522443,0 days 00:04:18.020000000
522454,0 days 00:04:08.980000000
522462,0 days 00:03:25.260000000
522470,0 days 00:02:10.000000000
522476,0 days 00:01:54.970000000
522483,0 days 00:04:41.800000000
522490,0 days 00:02:25.970000000
522497,0 days 00:03:24.920000000
522504,0 days 00:01:36.880000000
522507,0 days 00:01:20.950000000
522544,0 days 00:02:00.830000000
522551,0 days 00:03:37.030000000
522557,0 days 00:03:18.090000000
522621,0 days 00:04:18.930000000
522638,0 days 00:06:28.950000000
522649,0 days 00:03:46.260000000
522656,0 days 00:05:07.860000000
523021,0 days 00:02:54.830000000
523026,0 days 00:05:09.020000000
524027,0 days 00:05:44.960000000
524033,0 days 00:05:58.880000000
524052,0 days 00:04:20.990000000
524059,0 days 00:03:17.130000000
524064,0 days 00:04:08.870000000
524074,0 days 00:03:10.190000000
524079,0 days 00:04:08.910000000
524085,0 days 00:03:58.910000000
524091,0 days 00:04:25.170000000
524097,0 days 00:02:55.750000000
524104,0 days 00:03:00.070000000
524111,0 days 00:04:06.050000000
524124,0 days 00:04:22.800000000
524128,0 days 00:02:50.090000000
524132,0 days 00:04:09.010000000
524136,0 days 00:02:54.110000000
524141,0 days 00:05:00.860000000
524145,0 days 00:03:44.950000000
524151,0 days 00:02:46.010000000
524160,0 days 00:04:53.770000000
524181,0 days 00:05:00.070000000
524192,0 days 00:05:55.940000000
524203,0 days 00:04:04.090000000
524211,0 days 00:04:44.120000000
524326,0 days 00:04:22.830000000
524338,0 days 00:04:24.960000000
524352,0 days 00:03:09.040000000
524356,0 days 00:02:41.880000000
524363,0 days 00:03:30.070000000
524369,0 days 00:04:02.120000000
524377,0 days 00:05:40.810000000
524393,0 days 00:03:24.040000000
524597,0 days 00:03:04.080000000
524610,0 days 00:04:55.830000000
524623,0 days 00:04:19.290000000
524641,0 days 00:04:32.070000000
524646,0 days 00:01:55.940000000
524653,0 days 00:03:36.130000000
524660,0 days 00:05:27.030000000
524668,0 days 00:04:09.070000000
524676,0 days 00:04:45.200000000
524690,0 days 00:03:37.990000000
524704,0 days 00:02:59.100000000
524709,0 days 00:03:52.940000000
524715,0 days 00:05:37.180000000
524730,0 days 00:04:39.000000000
524738,0 days 00:02:27.900000000
524744,0 days 00:02:30.910000000
524758,0 days 00:00:29.960000000
524762,0 days 00:00:19.980000000
524766,0 days 00:00:35.960000000
524770,0 days 00:01:00.160000000
524776,0 days 00:00:39.810000000
524781,0 days 00:00:32.000000000
524785,0 days 00:00:38.010000000
525077,0 days 00:10:08.000000000
525084,0 days 00:06:49.960000000
525443,0 days 00:05:33.890000000
525451,0 days 00:04:48.070000000
525464,0 days 00:03:57.890000000
525740,0 days 00:03:58.050000000
525745,0 days 00:05:41.970000000
525751,0 days 00:05:08.000000000
525834,0 days 00:04:14.150000000
525842,0 days 00:02:35.880000000
525847,0 days 00:02:20.050000000
525941,0 days 00:06:46.900000000
525947,0 days 00:06:44.020000000
525955,0 days 00:05:21.170000000
525967,0 days 00:03:09.870000000
525972,0 days 00:03:34.140000000
525978,0 days 00:02:56.940000000
525984,0 days 00:04:21.990000000
525992,0 days 00:02:00.850000000
527386,0 days 00:02:21.900000000
527393,0 days 00:03:51.970000000
527400,0 days 00:04:35.980000000
527419,0 days 00:03:22.080000000
527425,0 days 00:04:40.940000000
527479,0 days 00:03:20.080000000
527492,0 days 00:06:49.910000000
527503,0 days 00:03:52.930000000
527513,0 days 00:04:40.220000000
528286,0 days 00:06:07.190000000
528293,0 days 00:04:56.820000000
528301,0 days 00:03:11.070000000
529699,0 days 00:03:05.080000000
529716,0 days 00:04:21.940000000
529723,0 days 00:02:46.940000000
529730,0 days 00:05:45.990000000
529737,0 days 00:03:59.000000000
529745,0 days 00:05:23.040000000
529763,0 days 00:05:29.280000000
529771,0 days 00:04:33.780000000
529778,0 days 00:03:10.140000000
530028,0 days 00:04:40.960000000
530058,0 days 00:03:59.000000000
530070,0 days 00:02:49.250000000
530081,0 days 00:04:28.030000000
530097,0 days 00:03:34.880000000
530114,0 days 00:02:04.970000000
530127,0 days 00:04:39.060000000
530149,0 days 00:01:31.120000000
531237,0 days 00:03:30.070000000
531246,0 days 00:03:14.990000000
531261,0 days 00:05:22.010000000
531272,0 days 00:05:04.190000000
531278,0 days 00:04:53.020000000
531285,0 days 00:03:21.800000000
533589,0 days 00:05:36.910000000
533599,0 days 00:06:05.000000000
533614,0 days 00:06:32.240000000
537582,0 days 00:04:03.920000000
537588,0 days 00:03:56.030000000
537596,0 days 00:04:47.920000000
537607,0 days 00:06:00.990000000
537614,0 days 00:06:10.000000000
537620,0 days 00:02:50.920000000
537624,0 days 00:03:23.010000000
537629,0 days 00:07:59.950000000
537642,0 days 00:03:36.930000000
537647,0 days 00:05:56.040000000
537657,0 days 00:04:36.860000000
537667,0 days 00:01:52.040000000
538192,0 days 00:02:44.790000000
538198,0 days 00:04:09.150000000
538204,0 days 00:03:54.850000000
538212,0 days 00:05:30.180000000
538220,0 days 00:04:36.970000000
538237,0 days 00:04:09.920000000
538247,0 days 00:03:32.060000000
538251,0 days 00:03:19.170000000
538257,0 days 00:07:00.900000000
538357,0 days 00:06:07.240000000
538367,0 days 00:05:10.980000000
538476,0 days 00:03:45.100000000
539031,0 days 00:04:31.030000000
539043,0 days 00:02:39.880000000
539049,0 days 00:05:06.010000000
539057,0 days 00:04:39.090000000
539063,0 days 00:04:03.960000000
539069,0 days 00:04:57.160000000
539085,0 days 00:03:02.730000000
539311,0 days 00:07:20.900000000
539319,0 days 00:04:08.050000000
539325,0 days 00:04:05.050000000
539336,0 days 00:03:49.020000000
539343,0 days 00:08:31.810000000
539350,0 days 00:04:58.170000000
539358,0 days 00:05:37.950000000
539372,0 days 00:03:56.110000000
540198,0 days 00:05:10.080000000
540205,0 days 00:03:43.960000000
540212,0 days 00:02:55.220000000
540217,0 days 00:04:40.960000000
540223,0 days 00:03:20.970000000
540232,0 days 00:06:18.880000000
540243,0 days 00:03:57.740000000
540249,0 days 00:05:32.060000000
540258,0 days 00:04:02.110000000
540264,0 days 00:03:11.990000000
540409,0 days 00:04:19.850000000
540420,0 days 00:05:08.040000000
540432,0 days 00:05:06.990000000
541042,0 days 00:06:15.750000000
541053,0 days 00:04:51.980000000
541058,0 days 00:07:51.830000000
541063,0 days 00:07:03.130000000
541069,0 days 00:06:35.840000000
541082,0 days 00:02:37.110000000
541089,0 days 00:06:01.870000000
541099,0 days 00:04:13.090000000
541654,0 days 00:04:08.790000000
541662,0 days 00:06:46.170000000
541674,0 days 00:03:36.050000000
541803,0 days 00:03:20.970000000
541813,0 days 00:03:10.890000000
541820,0 days 00:03:35.130000000
541829,0 days 00:03:14.050000000
541840,0 days 00:02:51.880000000
543390,0 days 00:02:20.100000000
543402,0 days 00:03:15.050000000
543424,0 days 00:03:52.980000000
543433,0 days 00:02:20.000000000
546044,0 days 00:01:48.970000000
546050,0 days 00:03:47.030000000
546056,0 days 00:03:41.930000000
546067,0 days 00:03:54.990000000
546072,0 days 00:04:19.250000000
546080,0 days 00:02:39.820000000
546086,0 days 00:05:15.890000000
546483,0 days 00:05:10.980000000
546498,0 days 00:01:52.850000000
546503,0 days 00:05:20.250000000
546508,0 days 00:05:20.760000000
546521,0 days 00:03:18.160000000
546530,0 days 00:04:32.010000000
546538,0 days 00:00:37.030000000
546544,0 days 00:00:48.930000000
546850,0 days 00:07:26.920000000
546858,0 days 00:05:30.950000000
546864,0 days 00:03:04.890000000
546878,0 days 00:05:55.260000000
546886,0 days 00:07:18.960000000
546896,0 days 00:02:59.910000000
546903,0 days 00:06:47.910000000
546910,0 days 00:03:46.120000000
546930,0 days 00:05:08.920000000
546937,0 days 00:04:26.050000000
546942,0 days 00:06:14.950000000
546952,0 days 00:06:41.030000000
546958,0 days 00:03:51.980000000
546973,0 days 00:01:27.190000000
546979,0 days 00:05:54.870000000
546990,0 days 00:02:36.950000000
546994,0 days 00:02:23.220000000
547153,0 days 00:05:10.830000000
547163,0 days 00:03:52.210000000
547170,0 days 00:03:04.990000000
547175,0 days 00:03:58.860000000
547188,0 days 00:07:00.210000000
547198,0 days 00:06:54.930000000
547214,0 days 00:03:30.130000000
547222,0 days 00:05:38.970000000
547232,0 days 00:03:03.070000000
547236,0 days 00:04:25.740000000
547245,0 days 00:08:42.280000000
547261,0 days 00:10:09.010000000
547268,0 days 00:05:06.890000000
547274,0 days 00:07:55.030000000
547290,0 days 00:06:14.930000000
547298,0 days 00:14:23.120000000
547310,0 days 00:05:14.000000000
547317,0 days 00:09:21.060000000
547324,0 days 00:04:46.920000000
547338,0 days 00:03:35.150000000
547343,0 days 00:07:23.990000000
547359,0 days 00:03:47.010000000
547364,0 days 00:07:56.090000000
547374,0 days 00:08:53.970000000
547782,0 days 00:05:27.920000000
547795,0 days 00:05:56.100000000
547805,0 days 00:05:26.060000000
547820,0 days 00:04:41.930000000
547827,0 days 00:02:47.840000000
548018,0 days 00:06:34.160000000
549203,0 days 00:05:52.270000000
549216,0 days 00:03:42.750000000
549364,0 days 00:04:20.060000000
549375,0 days 00:03:00.070000000
549382,0 days 00:04:24.800000000
549387,0 days 00:02:56.020000000
549392,0 days 00:04:11.230000000
549401,0 days 00:04:57.810000000
549406,0 days 00:04:42.220000000
549410,0 days 00:04:49.780000000
549879,0 days 00:06:11.040000000
549891,0 days 00:05:12.930000000
549949,0 days 00:04:09.080000000
549959,0 days 00:05:19.010000000
549966,0 days 00:04:41.970000000
549974,0 days 00:05:48.100000000
549983,0 days 00:03:27.840000000
549996,0 days 00:03:33.080000000
550002,0 days 00:03:16.030000000
550008,0 days 00:04:59.890000000
550015,0 days 00:04:05.920000000
550023,0 days 00:03:11.150000000
550253,0 days 00:03:18.000000000
550259,0 days 00:06:30.070000000
550265,0 days 00:02:46.860000000
550269,0 days 00:04:50.200000000
550282,0 days 00:02:53.160000000
550287,0 days 00:04:47.070000000
550296,0 days 00:04:11.930000000
550302,0 days 00:04:29.880000000
550307,0 days 00:05:55.160000000
550322,0 days 00:04:28.140000000
550327,0 days 00:05:56.000000000
550334,0 days 00:04:40.750000000
550339,0 days 00:04:33.270000000
550345,0 days 00:03:10.010000000
550357,0 days 00:04:03.110000000
550362,0 days 00:05:24.950000000
550370,0 days 00:03:19.140000000
550376,0 days 00:02:45.920000000
550381,0 days 00:03:25.960000000
551715,0 days 00:04:49.100000000
551728,0 days 00:03:05.870000000
551736,0 days 00:04:25.020000000
551744,0 days 00:02:54.980000000
551752,0 days 00:07:14.060000000
552301,0 days 00:04:11.060000000
552312,0 days 00:04:35.980000000
552320,0 days 00:04:18.990000000
552329,0 days 00:04:28.130000000
552348,0 days 00:04:35.070000000
552379,0 days 00:03:58.170000000
552388,0 days 00:03:52.800000000
552393,0 days 00:04:56.170000000
552397,0 days 00:02:59.010000000
552403,0 days 00:05:04.810000000
552425,0 days 00:04:40.220000000
552432,0 days 00:01:48.990000000
552438,0 days 00:03:41.810000000
552445,0 days 00:03:28.930000000
552449,0 days 00:05:42.040000000
552463,0 days 00:04:07.030000000
552472,0 days 00:04:26.960000000
552478,0 days 00:02:55.870000000
553605,0 days 00:05:46.870000000
553696,0 days 00:07:35.120000000
553707,0 days 00:06:59.860000000
553718,0 days 00:05:51.990000000
554107,0 days 00:04:38.880000000
554116,0 days 00:05:14.110000000
554176,0 days 00:03:20.850000000
554182,0 days 00:04:03.170000000
554191,0 days 00:04:23.950000000
554202,0 days 00:02:49.950000000
554213,0 days 00:04:13.990000000
554246,0 days 00:03:56.140000000
554252,0 days 00:03:52.080000000
554258,0 days 00:05:28.930000000
554264,0 days 00:03:39.870000000
554279,0 days 00:03:04.050000000
554288,0 days 00:02:55.890000000
554294,0 days 00:02:49.100000000
554302,0 days 00:02:44.850000000
554361,0 days 00:06:17.990000000
554375,0 days 00:03:53.750000000
554387,0 days 00:06:12.080000000
557023,0 days 00:03:34.010000000
557032,0 days 00:02:03.220000000
557039,0 days 00:04:58.830000000
557051,0 days 00:05:04.900000000
557063,0 days 00:03:54.240000000
557077,0 days 00:03:03.840000000
557085,0 days 00:02:41.210000000
557093,0 days 00:03:38.840000000
557105,0 days 00:03:30.090000000
557114,0 days 00:03:09.060000000
557123,0 days 00:02:48.820000000
557129,0 days 00:02:56.920000000
557259,0 days 00:04:20.020000000
557264,0 days 00:03:27.230000000
557272,0 days 00:03:08.900000000
557277,0 days 00:07:06.080000000
557294,0 days 00:05:45.980000000
557303,0 days 00:05:18.070000000
557311,0 days 00:02:10.900000000
558219,0 days 00:04:18.850000000
558223,0 days 00:03:45.940000000
558231,0 days 00:07:31.090000000
560105,0 days 00:03:43.060000000
560117,0 days 00:02:43.980000000
560138,0 days 00:05:35.120000000
560144,0 days 00:03:52.020000000
560155,0 days 00:06:08.770000000
560160,0 days 00:01:49.050000000
560166,0 days 00:02:29.920000000
560290,0 days 00:03:08.920000000
560300,0 days 00:05:40.100000000
560310,0 days 00:05:15.120000000
560334,0 days 00:05:29.010000000
560344,0 days 00:05:08.830000000
560824,0 days 00:04:03.040000000
560941,0 days 00:04:40.920000000
560952,0 days 00:05:39.190000000
560956,0 days 00:04:56.790000000
561494,0 days 00:03:32.870000000
561503,0 days 00:03:06.020000000
561511,0 days 00:03:08.800000000
561519,0 days 00:02:55.100000000
562118,0 days 00:04:22.270000000
562146,0 days 00:03:56.110000000
562153,0 days 00:06:55.030000000
562162,0 days 00:05:22.770000000
562170,0 days 00:05:06.070000000
562176,0 days 00:03:41.100000000
562183,0 days 00:06:36.880000000
562200,0 days 00:03:59.180000000
562205,0 days 00:04:09.970000000
562210,0 days 00:05:16.860000000
562216,0 days 00:04:43.000000000
562220,0 days 00:06:19.790000000
562226,0 days 00:02:19.160000000
562232,0 days 00:01:22.980000000
562242,0 days 00:02:12.980000000
562251,0 days 00:04:50.900000000
562261,0 days 00:04:25.990000000
562270,0 days 00:06:03.110000000
562284,0 days 00:03:23.930000000
562310,0 days 00:05:47.000000000
562318,0 days 00:04:03.000000000
562444,0 days 00:08:34.030000000
562457,0 days 00:07:30.150000000
562467,0 days 00:03:46.100000000
562580,0 days 00:03:15.080000000
562592,0 days 00:06:05.180000000
562604,0 days 00:07:19.020000000
562630,0 days 00:03:53.850000000
562637,0 days 00:04:50.960000000
563859,0 days 00:03:30.190000000
563871,0 days 00:02:47.830000000
564125,0 days 00:04:56.030000000
564249,0 days 00:05:36.000000000
564329,0 days 00:05:27.080000000
564336,0 days 00:03:36.970000000
565777,0 days 00:05:57.940000000
565785,0 days 00:06:04.030000000
565791,0 days 00:05:21.140000000
565797,0 days 00:03:18.870000000
565807,0 days 00:03:22.880000000
565811,0 days 00:06:47.050000000
565816,0 days 00:05:23.050000000
565822,0 days 00:03:28.010000000
565827,0 days 00:03:31.100000000
565836,0 days 00:03:11.970000000
565841,0 days 00:03:47.120000000
565847,0 days 00:03:17.900000000
565851,0 days 00:05:52.120000000
566005,0 days 00:04:45.790000000
566237,0 days 00:04:20.810000000
566248,0 days 00:02:28.100000000
566258,0 days 00:06:44.940000000
566273,0 days 00:05:23.090000000
566711,0 days 00:03:56.970000000
566716,0 days 00:02:33.120000000
566724,0 days 00:04:59.870000000
566731,0 days 00:03:52.070000000
566737,0 days 00:05:58.120000000
566743,0 days 00:04:14.930000000
566756,0 days 00:01:51.960000000
566761,0 days 00:05:37.000000000
566765,0 days 00:04:12.150000000
566771,0 days 00:05:27.070000000
566778,0 days 00:04:31.950000000
566786,0 days 00:03:58.930000000
566790,0 days 00:04:00.040000000
566805,0 days 00:03:33.830000000
566811,0 days 00:05:04.100000000
566819,0 days 00:03:39.900000000
566826,0 days 00:04:18.070000000
566831,0 days 00:02:52.100000000
566837,0 days 00:02:39.960000000
566846,0 days 00:02:57.850000000
566856,0 days 00:05:19.080000000
566862,0 days 00:04:38.000000000
566869,0 days 00:05:32.100000000
566878,0 days 00:04:35.790000000
566894,0 days 00:02:27.160000000
566903,0 days 00:03:43.880000000
567102,0 days 00:04:54.190000000
567106,0 days 00:03:45.830000000
567112,0 days 00:04:37.910000000
567125,0 days 00:02:07.210000000
568918,0 days 00:05:41.870000000
568927,0 days 00:05:09.040000000
568934,0 days 00:05:16.140000000
568948,0 days 00:05:31.960000000
568958,0 days 00:04:10.820000000
568965,0 days 00:05:21.100000000
568972,0 days 00:07:17.170000000
569216,0 days 00:06:50.880000000
569236,0 days 00:06:03.000000000
569338,0 days 00:05:11.900000000
569346,0 days 00:05:24.960000000
569353,0 days 00:04:45.100000000
569437,0 days 00:02:44.840000000
569446,0 days 00:02:28.990000000
569453,0 days 00:01:43.870000000
569457,0 days 00:04:24.140000000
569465,0 days 00:04:42.940000000
569483,0 days 00:04:35.950000000
569490,0 days 00:05:02.970000000
569499,0 days 00:00:48.100000000
569503,0 days 00:00:07.910000000
570032,0 days 00:02:48.980000000
571048,0 days 00:07:46.050000000
571684,0 days 00:06:31.150000000
571693,0 days 00:06:09.890000000
571700,0 days 00:05:39.930000000
571707,0 days 00:04:02.060000000
571719,0 days 00:05:33.110000000
571723,0 days 00:04:52.940000000
571728,0 days 00:07:48.140000000
571740,0 days 00:04:53.920000000
571750,0 days 00:04:07.060000000
571756,0 days 00:03:44.170000000
571786,0 days 00:04:31.100000000
571797,0 days 00:02:35.890000000
571809,0 days 00:06:51.920000000
571818,0 days 00:02:44.830000000
571827,0 days 00:05:03.050000000
571831,0 days 00:04:20.000000000
571847,0 days 00:03:43.960000000
571852,0 days 00:05:43.870000000
571858,0 days 00:03:51.100000000
571863,0 days 00:04:30.980000000
571871,0 days 00:05:36.910000000
571877,0 days 00:02:09.790000000
571881,0 days 00:05:53.120000000
572777,0 days 00:05:47.880000000
572791,0 days 00:02:49.780000000
572797,0 days 00:04:45.130000000
572810,0 days 00:05:55.970000000
573102,0 days 00:03:45.200000000
573113,0 days 00:03:23.970000000
573120,0 days 00:03:31.010000000
573126,0 days 00:03:11.860000000
573140,0 days 00:02:46.930000000
573145,0 days 00:03:06.990000000
573978,0 days 00:03:25.020000000
573993,0 days 00:05:45.970000000
573998,0 days 00:04:30.100000000
574004,0 days 00:08:14.010000000
574009,0 days 00:08:03.970000000
574018,0 days 00:04:55.980000000
574026,0 days 00:03:30.000000000
574033,0 days 00:04:29.820000000
574038,0 days 00:04:01.100000000
574042,0 days 00:05:09.920000000
574047,0 days 00:07:05.180000000
574462,0 days 00:04:06.930000000
574468,0 days 00:05:27.030000000
574474,0 days 00:06:54.940000000
574625,0 days 00:04:22.160000000
574634,0 days 00:04:13.920000000
574640,0 days 00:02:53.970000000
574656,0 days 00:04:30.950000000
574663,0 days 00:06:16.070000000
578547,0 days 00:04:16.070000000
578554,0 days 00:03:26.060000000
578560,0 days 00:02:44.080000000
578565,0 days 00:04:23.940000000
578572,0 days 00:03:35.150000000
578585,0 days 00:02:19.850000000
578591,0 days 00:03:48.960000000
578596,0 days 00:03:55.990000000
578602,0 days 00:01:54.180000000
578611,0 days 00:02:33.860000000
578616,0 days 00:02:48.090000000
580795,0 days 00:03:35.100000000
580802,0 days 00:03:43.070000000
580809,0 days 00:02:52.060000000
580818,0 days 00:04:38.260000000
580826,0 days 00:03:06.870000000
580831,0 days 00:04:11.940000000
580836,0 days 00:03:07.940000000
580841,0 days 00:07:01.250000000
581533,0 days 00:07:37.070000000
581541,0 days 00:06:13.110000000
581547,0 days 00:04:34.840000000
581562,0 days 00:07:45.840000000
581575,0 days 00:05:06.030000000
581587,0 days 00:04:42.950000000
581600,0 days 00:06:46.090000000
583366,0 days 00:04:37.830000000
583581,0 days 00:05:28.960000000
583588,0 days 00:01:40.170000000
583595,0 days 00:02:47.800000000
583602,0 days 00:03:30.210000000
583611,0 days 00:02:03.040000000
583616,0 days 00:03:17.930000000
583632,0 days 00:03:46.070000000
584288,0 days 00:04:16.840000000
584301,0 days 00:03:15.000000000
584307,0 days 00:07:05.970000000
585097,0 days 00:03:30.930000000
585101,0 days 00:03:54.940000000
585105,0 days 00:04:12.970000000
585111,0 days 00:05:48.250000000
585118,0 days 00:05:02.870000000
585127,0 days 00:03:56.000000000
585144,0 days 00:06:37.990000000
585152,0 days 00:02:52.090000000
585158,0 days 00:03:58.000000000
585165,0 days 00:04:43.950000000
585173,0 days 00:01:53.070000000
585180,0 days 00:02:11.130000000
585187,0 days 00:02:10.960000000
585205,0 days 00:01:50.040000000
585211,0 days 00:04:07.020000000
585219,0 days 00:01:38.960000000
585226,0 days 00:01:10.920000000
585230,0 days 00:01:02.010000000
585234,0 days 00:03:01.960000000
585243,0 days 00:03:28.220000000
586173,0 days 00:03:39.960000000
586182,0 days 00:03:29.040000000
586189,0 days 00:05:05.890000000
586198,0 days 00:06:42.100000000
586211,0 days 00:01:39.000000000
586216,0 days 00:03:43.800000000
586360,0 days 00:03:01.230000000
586375,0 days 00:03:52.070000000
586381,0 days 00:05:51.020000000
586386,0 days 00:02:41.860000000
586397,0 days 00:07:00.760000000
586403,0 days 00:07:17.080000000
586411,0 days 00:03:42.070000000
586417,0 days 00:04:07.120000000
586431,0 days 00:02:06.930000000
586435,0 days 00:06:04.010000000
586675,0 days 00:06:57.800000000
586828,0 days 00:04:41.170000000
586839,0 days 00:03:29.050000000
586843,0 days 00:03:49.960000000
587009,0 days 00:04:23.000000000
587019,0 days 00:04:36.070000000
587023,0 days 00:04:21.170000000
587030,0 days 00:07:12.870000000
587037,0 days 00:07:05.100000000
588362,0 days 00:03:51.080000000
588367,0 days 00:03:14.890000000
588371,0 days 00:04:01.060000000
588578,0 days 00:02:12.080000000
588588,0 days 00:03:30.920000000
588596,0 days 00:05:11.180000000
589122,0 days 00:05:20.060000000
589139,0 days 00:03:59.800000000
589205,0 days 00:05:59.920000000
589211,0 days 00:03:27.150000000
589224,0 days 00:05:40.970000000
589233,0 days 00:04:00.170000000
589241,0 days 00:02:30.000000000
589249,0 days 00:02:54.720000000
589256,0 days 00:03:38.160000000
589265,0 days 00:06:08.920000000
589281,0 days 00:00:59.900000000
589285,0 days 00:00:31.230000000
589289,0 days 00:00:14.950000000
589295,0 days 00:00:24.820000000
589299,0 days 00:00:19.210000000
589355,0 days 00:03:09.980000000
589364,0 days 00:02:16.810000000
589371,0 days 00:04:59.200000000
589506,0 days 00:04:27.010000000
589518,0 days 00:05:23.960000000
589526,0 days 00:03:12.950000000
589531,0 days 00:03:00.130000000
589538,0 days 00:02:36.980000000
589549,0 days 00:02:28.060000000
590060,0 days 00:05:42.000000000
590072,0 days 00:03:05.060000000
590083,0 days 00:03:01.140000000
590982,0 days 00:03:48.870000000
590994,0 days 00:04:26.000000000
591000,0 days 00:03:28.990000000
591005,0 days 00:03:07.110000000
591013,0 days 00:04:16.050000000
591454,0 days 00:05:59.130000000
591470,0 days 00:05:38.160000000
591479,0 days 00:01:23.860000000
591484,0 days 00:07:16.170000000
591492,0 days 00:03:06.990000000
592001,0 days 00:03:25.150000000
592018,0 days 00:06:04.830000000
592029,0 days 00:02:38.270000000
592138,0 days 00:06:00.920000000
592150,0 days 00:04:19.930000000
592157,0 days 00:05:11.100000000
592164,0 days 00:03:38.050000000
592170,0 days 00:03:03.880000000
592184,0 days 00:04:09.040000000
592192,0 days 00:03:30.990000000
592270,0 days 00:05:42.100000000
592277,0 days 00:05:40.900000000
592283,0 days 00:04:05.870000000
592874,0 days 00:04:02.930000000
592882,0 days 00:04:42.980000000
592997,0 days 00:04:47.130000000
594603,0 days 00:05:21.950000000
594611,0 days 00:05:44.200000000
595185,0 days 00:03:29.830000000
595193,0 days 00:03:36.120000000
595208,0 days 00:04:06.820000000
595215,0 days 00:04:30.070000000
595221,0 days 00:02:59.010000000
595688,0 days 00:04:43.020000000
595694,0 days 00:05:24.990000000
597533,0 days 00:06:50.040000000
597548,0 days 00:04:10.960000000
597570,0 days 00:04:00.880000000
597576,0 days 00:04:08.020000000
597583,0 days 00:04:53.060000000
597602,0 days 00:04:57.000000000
599372,0 days 00:04:45.070000000
599382,0 days 00:07:13.950000000
599609,0 days 00:03:21.770000000
599623,0 days 00:05:08.210000000
599629,0 days 00:04:29.810000000
599635,0 days 00:03:36.080000000
599641,0 days 00:03:40.050000000
600778,0 days 00:04:05.830000000
600785,0 days 00:03:20.040000000
600791,0 days 00:07:53.020000000
601557,0 days 00:04:00.130000000
601562,0 days 00:06:57.990000000
602297,0 days 00:05:25.160000000
602309,0 days 00:07:22.780000000
602315,0 days 00:06:02.060000000
602326,0 days 00:06:20.070000000
602501,0 days 00:05:13.920000000
602514,0 days 00:04:02.900000000
602520,0 days 00:04:51.830000000
602526,0 days 00:03:14.020000000
602531,0 days 00:03:50.010000000
602536,0 days 00:04:47.010000000
602551,0 days 00:04:58.060000000
602557,0 days 00:05:25.950000000
602613,0 days 00:06:49.950000000
602622,0 days 00:03:51.250000000
602627,0 days 00:03:38.860000000
602637,0 days 00:02:54.150000000
602646,0 days 00:03:48.890000000
603227,0 days 00:03:57.870000000
603243,0 days 00:05:27.010000000
603248,0 days 00:05:37.780000000
603260,0 days 00:04:15.950000000
604820,0 days 00:04:44.160000000
604846,0 days 00:08:20.040000000
604856,0 days 00:04:14.020000000
604861,0 days 00:03:48.110000000
604867,0 days 00:05:26.860000000
604875,0 days 00:03:33.090000000
