,segment_lenght
113739,0 days 00:04:50.830000000
113745,0 days 00:03:20.110000000
113755,0 days 00:02:00.880000000
113785,0 days 00:04:53.170000000
113792,0 days 00:04:09.790000000
113801,0 days 00:03:44.010000000
113806,0 days 00:06:31.090000000
113824,0 days 00:04:49.110000000
115368,0 days 00:07:25.980000000
115383,0 days 00:06:00.980000000
115391,0 days 00:05:40.040000000
115397,0 days 00:05:28.050000000
115403,0 days 00:01:50.840000000
115407,0 days 00:07:13.110000000
115421,0 days 00:06:37.030000000
115432,0 days 00:04:21.940000000
115443,0 days 00:04:57.000000000
115449,0 days 00:05:05.840000000
115459,0 days 00:05:25.120000000
115478,0 days 00:05:18.000000000
115487,0 days 00:04:00.190000000
116022,0 days 00:03:51.070000000
116030,0 days 00:04:43.950000000
116038,0 days 00:04:58.020000000
116047,0 days 00:04:58.800000000
116058,0 days 00:06:12.050000000
116065,0 days 00:03:04.070000000
116085,0 days 00:03:02.210000000
117690,0 days 00:02:47.890000000
117699,0 days 00:04:31.120000000
117711,0 days 00:04:25.230000000
117715,0 days 00:04:10.910000000
117720,0 days 00:03:29.870000000
117724,0 days 00:04:47.120000000
117733,0 days 00:06:16.050000000
119830,0 days 00:04:57.940000000
119838,0 days 00:03:31.960000000
119843,0 days 00:03:49.940000000
119853,0 days 00:03:25.030000000
120547,0 days 00:05:50.090000000
120557,0 days 00:06:29.800000000
120565,0 days 00:06:23.960000000
121987,0 days 00:05:50.910000000
121993,0 days 00:04:01.990000000
122008,0 days 00:05:44.130000000
122018,0 days 00:03:30.720000000
123288,0 days 00:06:11.080000000
123298,0 days 00:05:24.030000000
123305,0 days 00:02:41.020000000
123310,0 days 00:04:53.840000000
123325,0 days 00:05:44.050000000
123337,0 days 00:04:25.960000000
123344,0 days 00:02:45.040000000
124223,0 days 00:01:29.990000000
124231,0 days 00:03:34.020000000
124248,0 days 00:03:38.100000000
125567,0 days 00:04:38.070000000
126557,0 days 00:03:42.080000000
126875,0 days 00:06:01.710000000
126887,0 days 00:05:36.250000000
126894,0 days 00:03:49.820000000
128652,0 days 00:03:16.120000000
128657,0 days 00:03:25.840000000
128745,0 days 00:02:10.810000000
128753,0 days 00:02:58.110000000
128759,0 days 00:04:48.100000000
128765,0 days 00:03:32.070000000
129123,0 days 00:05:22.850000000
129131,0 days 00:02:25.050000000
129137,0 days 00:04:06.930000000
129152,0 days 00:04:54.080000000
129159,0 days 00:03:11.880000000
129166,0 days 00:04:52.130000000
129174,0 days 00:04:02.060000000
129181,0 days 00:04:22.980000000
129185,0 days 00:01:52.740000000
129189,0 days 00:02:39.150000000
129194,0 days 00:05:55.900000000
129198,0 days 00:01:15.090000000
130757,0 days 00:05:36.060000000
130762,0 days 00:05:25.040000000
130993,0 days 00:03:35.050000000
130999,0 days 00:02:31.850000000
131004,0 days 00:04:49.920000000
131009,0 days 00:04:08.220000000
131016,0 days 00:02:30.010000000
131539,0 days 00:07:15.770000000
132918,0 days 00:05:26.050000000
133607,0 days 00:04:32.970000000
133617,0 days 00:06:01.980000000
133622,0 days 00:05:45.110000000
133628,0 days 00:04:13.850000000
134190,0 days 00:03:44.780000000
134199,0 days 00:05:58.190000000
134203,0 days 00:04:04.830000000
134217,0 days 00:06:40.170000000
135022,0 days 00:05:12.100000000
135048,0 days 00:04:27.970000000
135054,0 days 00:05:28.140000000
135064,0 days 00:05:52.070000000
135281,0 days 00:04:32.040000000
136055,0 days 00:06:17.850000000
136076,0 days 00:06:11.070000000
136084,0 days 00:05:50.130000000
136091,0 days 00:05:44.000000000
136098,0 days 00:03:54.780000000
136112,0 days 00:06:55.910000000
138296,0 days 00:04:50.970000000
138310,0 days 00:03:00.920000000
138316,0 days 00:04:28.170000000
138325,0 days 00:03:03.090000000
138342,0 days 00:04:22.180000000
138351,0 days 00:03:44.070000000
138358,0 days 00:02:57.850000000
138368,0 days 00:04:26.020000000
138374,0 days 00:04:43.840000000
138388,0 days 00:02:43.130000000
138395,0 days 00:04:10.780000000
138402,0 days 00:03:49.000000000
138409,0 days 00:07:00.020000000
138420,0 days 00:01:48.970000000
142370,0 days 00:06:28.020000000
142381,0 days 00:06:04.960000000
142387,0 days 00:08:22.950000000
142960,0 days 00:03:40.120000000
142968,0 days 00:02:49.000000000
142974,0 days 00:03:02.120000000
142985,0 days 00:04:11.110000000
142993,0 days 00:02:35.890000000
142999,0 days 00:03:42.870000000
143008,0 days 00:05:19.270000000
144148,0 days 00:04:57.070000000
144158,0 days 00:04:48.000000000
144166,0 days 00:04:38.120000000
144181,0 days 00:02:58.090000000
144750,0 days 00:05:14.150000000
144766,0 days 00:03:52.960000000
144773,0 days 00:03:39.050000000
144779,0 days 00:05:16.880000000
146292,0 days 00:04:11.880000000
146303,0 days 00:03:11.970000000
146310,0 days 00:05:11.080000000
146324,0 days 00:03:32.960000000
146329,0 days 00:02:58.960000000
146334,0 days 00:04:34.110000000
146340,0 days 00:04:06.000000000
146345,0 days 00:04:01.180000000
146353,0 days 00:03:34.840000000
146372,0 days 00:04:58.920000000
146396,0 days 00:03:58.900000000
146403,0 days 00:04:48.980000000
146414,0 days 00:04:14.030000000
146425,0 days 00:04:26.030000000
146429,0 days 00:04:14.110000000
146436,0 days 00:03:00.870000000
146447,0 days 00:03:41.980000000
146455,0 days 00:03:23.140000000
146462,0 days 00:06:02.080000000
146472,0 days 00:02:45.790000000
146485,0 days 00:02:57.950000000
148406,0 days 00:04:44.900000000
148412,0 days 00:04:36.120000000
148419,0 days 00:03:24.970000000
148427,0 days 00:03:52.980000000
148652,0 days 00:04:18.080000000
150077,0 days 00:03:19.000000000
150086,0 days 00:02:44.980000000
150102,0 days 00:02:09.900000000
150108,0 days 00:03:04.240000000
150116,0 days 00:04:06.940000000
150123,0 days 00:02:18.980000000
150130,0 days 00:04:26.850000000
150135,0 days 00:02:51.100000000
150142,0 days 00:04:27.110000000
150156,0 days 00:03:07.070000000
150163,0 days 00:02:34.080000000
150170,0 days 00:03:17.830000000
150177,0 days 00:02:55.150000000
150184,0 days 00:04:06.800000000
150192,0 days 00:03:13.140000000
150198,0 days 00:02:04.840000000
150208,0 days 00:02:49.020000000
152231,0 days 00:03:42.940000000
152241,0 days 00:04:20.070000000
152753,0 days 00:04:49.100000000
153239,0 days 00:03:14.930000000
153250,0 days 00:03:48.970000000
153261,0 days 00:05:23.120000000
153276,0 days 00:03:03.950000000
153446,0 days 00:05:07.000000000
153456,0 days 00:03:58.030000000
153465,0 days 00:04:12.130000000
153560,0 days 00:05:47.230000000
153570,0 days 00:05:01.720000000
153577,0 days 00:07:24.050000000
153588,0 days 00:07:56.010000000
153593,0 days 00:04:18.980000000
153601,0 days 00:04:14.030000000
156781,0 days 00:02:22.990000000
156787,0 days 00:04:41.840000000
158596,0 days 00:03:00.000000000
158601,0 days 00:03:31.960000000
158607,0 days 00:02:23.010000000
158614,0 days 00:06:59.830000000
159195,0 days 00:03:08.110000000
159200,0 days 00:02:58.870000000
159205,0 days 00:04:02.180000000
159211,0 days 00:04:12.820000000
159222,0 days 00:05:08.160000000
159229,0 days 00:06:22.020000000
159235,0 days 00:05:39.120000000
159244,0 days 00:02:12.130000000
159262,0 days 00:06:28.010000000
159269,0 days 00:04:38.180000000
159276,0 days 00:04:29.870000000
159281,0 days 00:08:09.050000000
160508,0 days 00:07:47.060000000
160516,0 days 00:04:17.120000000
160702,0 days 00:05:01.070000000
160709,0 days 00:02:31.150000000
160715,0 days 00:03:46.900000000
160735,0 days 00:02:12.920000000
161359,0 days 00:03:13.100000000
161368,0 days 00:03:24.800000000
161379,0 days 00:04:11.160000000
161754,0 days 00:05:27.830000000
161761,0 days 00:04:32.130000000
162330,0 days 00:04:17.010000000
162342,0 days 00:03:40.010000000
162347,0 days 00:03:50.180000000
162367,0 days 00:05:47.080000000
162375,0 days 00:03:46.050000000
162381,0 days 00:03:29.800000000
162386,0 days 00:04:13.040000000
162614,0 days 00:05:23.020000000
162621,0 days 00:02:02.110000000
162626,0 days 00:03:49.110000000
162632,0 days 00:02:50.080000000
162636,0 days 00:04:08.980000000
162640,0 days 00:02:57.940000000
163299,0 days 00:03:03.940000000
163306,0 days 00:02:35.900000000
165731,0 days 00:04:21.910000000
165744,0 days 00:04:13.880000000
165752,0 days 00:03:51.080000000
165758,0 days 00:04:52.910000000
167578,0 days 00:03:54.220000000
167583,0 days 00:05:33.850000000
167591,0 days 00:03:23.180000000
167597,0 days 00:03:47.070000000
167610,0 days 00:04:20.990000000
167617,0 days 00:03:41.130000000
167626,0 days 00:05:24.000000000
167641,0 days 00:00:48.000000000
169855,0 days 00:03:19.970000000
169870,0 days 00:02:25.140000000
170116,0 days 00:06:27.920000000
170123,0 days 00:04:29.060000000
170130,0 days 00:04:38.730000000
170138,0 days 00:04:37.180000000
170162,0 days 00:06:21.960000000
170172,0 days 00:04:28.230000000
170182,0 days 00:05:46.780000000
170622,0 days 00:04:35.950000000
170633,0 days 00:04:09.950000000
170646,0 days 00:03:58.950000000
170654,0 days 00:07:18.090000000
170663,0 days 00:04:47.070000000
170781,0 days 00:03:52.160000000
170796,0 days 00:03:19.210000000
170804,0 days 00:02:56.990000000
170810,0 days 00:05:41.050000000
170820,0 days 00:04:43.160000000
170827,0 days 00:04:43.030000000
170834,0 days 00:04:35.830000000
170950,0 days 00:05:07.970000000
170956,0 days 00:03:51.070000000
174349,0 days 00:05:15.890000000
174363,0 days 00:05:09.010000000
174374,0 days 00:05:10.100000000
174381,0 days 00:08:25.930000000
175279,0 days 00:04:08.900000000
175289,0 days 00:04:34.110000000
175297,0 days 00:04:47.070000000
177521,0 days 00:03:47.090000000
177528,0 days 00:04:33.860000000
177531,0 days 00:05:38.100000000
177543,0 days 00:05:23.860000000
177550,0 days 00:04:57.170000000
177567,0 days 00:03:29.060000000
177573,0 days 00:01:59.950000000
177578,0 days 00:02:08.000000000
177962,0 days 00:04:51.100000000
177971,0 days 00:03:28.110000000
177975,0 days 00:03:26.770000000
177982,0 days 00:03:47.240000000
177987,0 days 00:02:12.740000000
177992,0 days 00:04:23.220000000
178265,0 days 00:05:26.900000000
178271,0 days 00:03:59.000000000
179436,0 days 00:03:00.000000000
180232,0 days 00:07:19.130000000
180254,0 days 00:05:40.080000000
181019,0 days 00:04:32.920000000
181456,0 days 00:07:50.910000000
181463,0 days 00:06:09.940000000
181471,0 days 00:02:25.240000000
181481,0 days 00:04:50.140000000
181496,0 days 00:00:31.050000000
181500,0 days 00:00:23.010000000
181756,0 days 00:09:17.050000000
181764,0 days 00:03:56.930000000
181774,0 days 00:03:08.970000000
181918,0 days 00:02:27.900000000
181929,0 days 00:04:59.110000000
181938,0 days 00:05:07.960000000
182701,0 days 00:03:21.960000000
182711,0 days 00:05:09.010000000
182724,0 days 00:02:57.090000000
182731,0 days 00:04:32.070000000
182738,0 days 00:03:29.950000000
182745,0 days 00:05:12.000000000
183507,0 days 00:04:08.980000000
183518,0 days 00:03:35.990000000
183525,0 days 00:03:39.180000000
183852,0 days 00:05:16.940000000
183858,0 days 00:02:53.110000000
183866,0 days 00:02:01.780000000
183875,0 days 00:02:33.230000000
184211,0 days 00:03:21.940000000
184219,0 days 00:02:24.850000000
184225,0 days 00:03:16.080000000
184230,0 days 00:03:55.100000000
184234,0 days 00:04:15.970000000
184240,0 days 00:06:23.000000000
184248,0 days 00:05:37.960000000
184265,0 days 00:04:47.970000000
184271,0 days 00:05:33.220000000
184422,0 days 00:08:09.250000000
184434,0 days 00:05:36.870000000
185480,0 days 00:04:24.090000000
185491,0 days 00:04:10.880000000
185499,0 days 00:07:14.190000000
185514,0 days 00:05:21.950000000
185520,0 days 00:06:47.960000000
185530,0 days 00:06:13.080000000
185536,0 days 00:05:10.060000000
185557,0 days 00:03:22.140000000
185567,0 days 00:04:57.860000000
185575,0 days 00:06:21.960000000
185588,0 days 00:07:36.900000000
185613,0 days 00:06:13.040000000
185620,0 days 00:03:28.900000000
190208,0 days 00:03:30.120000000
190216,0 days 00:02:46.900000000
190221,0 days 00:05:12.890000000
190225,0 days 00:02:39.110000000
190231,0 days 00:06:19.910000000
190239,0 days 00:03:30.980000000
190254,0 days 00:02:24.980000000
192724,0 days 00:04:45.170000000
192734,0 days 00:02:32.980000000
192740,0 days 00:04:57.910000000
192749,0 days 00:02:00.200000000
192769,0 days 00:04:15.030000000
192778,0 days 00:03:32.000000000
194747,0 days 00:05:51.830000000
194951,0 days 00:03:17.180000000
194963,0 days 00:03:33.880000000
194974,0 days 00:02:33.180000000
194982,0 days 00:04:21.980000000
195130,0 days 00:04:42.870000000
195135,0 days 00:05:12.220000000
197531,0 days 00:03:18.870000000
197540,0 days 00:05:30.260000000
198496,0 days 00:03:24.810000000
198504,0 days 00:04:33.130000000
198512,0 days 00:03:37.130000000
198525,0 days 00:02:31.950000000
198541,0 days 00:03:43.000000000
198545,0 days 00:05:15.850000000
198557,0 days 00:05:52.900000000
198915,0 days 00:02:22.890000000
198922,0 days 00:06:22.180000000
198932,0 days 00:01:39.820000000
198945,0 days 00:01:41.210000000
198951,0 days 00:02:39.050000000
198957,0 days 00:05:08.990000000
198966,0 days 00:01:53.020000000
198972,0 days 00:07:20.840000000
199481,0 days 00:04:52.010000000
199487,0 days 00:06:31.080000000
199495,0 days 00:03:56.100000000
202507,0 days 00:03:04.060000000
202523,0 days 00:03:30.140000000
202532,0 days 00:03:11.120000000
202537,0 days 00:03:39.000000000
202545,0 days 00:03:57.760000000
202556,0 days 00:03:48.080000000
202568,0 days 00:04:30.000000000
202578,0 days 00:02:19.120000000
204805,0 days 00:04:02.040000000
204818,0 days 00:03:08.010000000
204831,0 days 00:03:43.070000000
204839,0 days 00:04:17.940000000
204845,0 days 00:03:11.990000000
204852,0 days 00:05:45.220000000
204870,0 days 00:09:44.800000000
204878,0 days 00:05:06.170000000
204890,0 days 00:06:53.020000000
208890,0 days 00:05:37.100000000
208899,0 days 00:04:57.890000000
208906,0 days 00:04:17.180000000
208914,0 days 00:03:48.000000000
209416,0 days 00:02:41.890000000
209425,0 days 00:04:23.980000000
209432,0 days 00:04:59.090000000
209439,0 days 00:02:29.890000000
209449,0 days 00:02:23.180000000
211528,0 days 00:04:37.120000000
213089,0 days 00:05:02.890000000
213099,0 days 00:02:43.190000000
215789,0 days 00:07:09.900000000
215798,0 days 00:09:08.980000000
215818,0 days 00:06:42.990000000
215828,0 days 00:08:33.970000000
215837,0 days 00:06:07.100000000
215885,0 days 00:08:35.770000000
215915,0 days 00:05:58.750000000
215926,0 days 00:03:16.200000000
215938,0 days 00:06:26.030000000
215947,0 days 00:03:46.790000000
215958,0 days 00:04:21.030000000
215967,0 days 00:03:45.110000000
215976,0 days 00:04:44.890000000
215997,0 days 00:05:38.040000000
216008,0 days 00:01:56.100000000
217176,0 days 00:05:47.890000000
217193,0 days 00:03:37.890000000
217202,0 days 00:06:33.830000000
217209,0 days 00:05:58.940000000
220386,0 days 00:06:05.050000000
220392,0 days 00:05:09.040000000
220399,0 days 00:05:37.830000000
220410,0 days 00:06:24.050000000
220419,0 days 00:01:48.860000000
220424,0 days 00:01:25.110000000
223496,0 days 00:04:25.960000000
223505,0 days 00:03:23.220000000
223513,0 days 00:02:58.780000000
223523,0 days 00:04:40.060000000
223530,0 days 00:03:21.960000000
223537,0 days 00:04:27.980000000
223547,0 days 00:04:08.040000000
223550,0 days 00:02:42.140000000
223554,0 days 00:02:50.960000000
223560,0 days 00:05:55.080000000
223567,0 days 00:04:35.050000000
223573,0 days 00:01:56.790000000
223757,0 days 00:07:26.860000000
224091,0 days 00:07:10.920000000
224102,0 days 00:05:56.880000000
224107,0 days 00:05:42.180000000
224260,0 days 00:04:13.930000000
224269,0 days 00:04:50.920000000
225804,0 days 00:04:45.890000000
225815,0 days 00:04:57.020000000
225823,0 days 00:04:53.170000000
225829,0 days 00:02:39.850000000
225833,0 days 00:03:46.940000000
225845,0 days 00:04:07.000000000
225851,0 days 00:02:50.910000000
225856,0 days 00:03:32.060000000
225864,0 days 00:03:20.050000000
225868,0 days 00:04:40.090000000
226102,0 days 00:05:57.160000000
226112,0 days 00:06:08.870000000
226123,0 days 00:01:40.180000000
226127,0 days 00:06:02.900000000
226133,0 days 00:05:00.890000000
226139,0 days 00:02:05.140000000
226143,0 days 00:08:27.020000000
229500,0 days 00:03:16.030000000
229512,0 days 00:04:31.200000000
229519,0 days 00:02:53.980000000
229528,0 days 00:03:06.820000000
229546,0 days 00:03:24.890000000
229552,0 days 00:02:56.190000000
230440,0 days 00:07:09.970000000
230463,0 days 00:03:31.820000000
230479,0 days 00:05:56.160000000
231581,0 days 00:02:59.990000000
231588,0 days 00:04:48.190000000
231605,0 days 00:03:37.840000000
231615,0 days 00:06:13.250000000
235680,0 days 00:05:43.980000000
236234,0 days 00:10:07.060000000
236244,0 days 00:04:00.900000000
236255,0 days 00:04:55.160000000
236265,0 days 00:05:22.070000000
236280,0 days 00:05:57.920000000
236285,0 days 00:06:33.100000000
236967,0 days 00:04:03.280000000
236975,0 days 00:03:28.970000000
236981,0 days 00:02:33.790000000
236985,0 days 00:02:44.200000000
236989,0 days 00:03:30.880000000
236998,0 days 00:03:37.820000000
237006,0 days 00:02:05.100000000
237022,0 days 00:03:23.070000000
237030,0 days 00:02:14.760000000
237035,0 days 00:04:21.170000000
238109,0 days 00:03:56.850000000
238122,0 days 00:03:44.120000000
238128,0 days 00:05:40.100000000
238139,0 days 00:05:34.940000000
238146,0 days 00:02:25.040000000
238152,0 days 00:03:38.060000000
238566,0 days 00:03:57.990000000
238579,0 days 00:04:11.110000000
238592,0 days 00:04:17.950000000
238642,0 days 00:05:55.180000000
238654,0 days 00:03:55.970000000
238672,0 days 00:04:40.830000000
238684,0 days 00:05:11.040000000
238700,0 days 00:04:34.180000000
238711,0 days 00:04:25.020000000
238716,0 days 00:05:34.980000000
238730,0 days 00:03:06.020000000
238736,0 days 00:06:34.900000000
238985,0 days 00:04:41.120000000
238995,0 days 00:04:18.980000000
239010,0 days 00:04:31.980000000
240786,0 days 00:04:25.890000000
240805,0 days 00:04:19.110000000
240813,0 days 00:03:20.860000000
241592,0 days 00:04:27.890000000
241608,0 days 00:05:05.120000000
241613,0 days 00:05:42.930000000
241619,0 days 00:03:48.860000000
241626,0 days 00:03:28.970000000
241633,0 days 00:04:39.250000000
241647,0 days 00:03:27.920000000
241654,0 days 00:02:17.100000000
242181,0 days 00:04:00.120000000
242191,0 days 00:02:17.890000000
242196,0 days 00:03:22.980000000
242202,0 days 00:03:46.060000000
242218,0 days 00:02:58.840000000
242223,0 days 00:04:05.080000000
242230,0 days 00:02:49.920000000
242235,0 days 00:04:25.060000000
242240,0 days 00:03:39.090000000
242266,0 days 00:06:52.130000000
242270,0 days 00:04:10.860000000
242275,0 days 00:05:11.120000000
242284,0 days 00:04:24.060000000
243018,0 days 00:05:24.940000000
243027,0 days 00:04:34.240000000
243033,0 days 00:03:09.020000000
243040,0 days 00:03:15.820000000
243048,0 days 00:04:05.070000000
244114,0 days 00:05:45.960000000
244121,0 days 00:04:51.990000000
244128,0 days 00:02:39.240000000
244134,0 days 00:05:19.810000000
244149,0 days 00:06:56.890000000
244157,0 days 00:02:54.080000000
244164,0 days 00:03:32.980000000
